assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,redlistCategory,yearLastSeen,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,range,useTrade,systems,conservationActions,realm,scopes
19848542,73,Mirogrex hulensis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,LEUCISCIDAE,Extinct,1975,2014,2014-02-06 00:00:00 UTC,3.1,English,"The Hula lake and adjacent marshes were drained in the 1950s. Drainage of the lake resulted in the species being restricted to marsh and pond areas in Hula nature reserve. The reserve management switched from using spring water to fishpond water in the species' habitat, resulting in decline and the extinction of the fish within six years of doing so. The species was last recorded in 1975.","Mirogrex hulensis lived in Lake Hula and its adjacent marshes. It reached 230 mm total length, spawned from February to April.","The Hula swamp was artificially drained by 1957 in order to obtain good agricultural land. Such agricultural development led to massive reduction in the number and size of aquatic ecosystems, due to the diversion and exploitation of their sources. Drainage of the lake resulted in the species being restricted to marsh and pond areas in Hula nature reserve. The reserve management switched from using spring water to fishpond water in the species' habitat, resulting in decline and the extinction of the fish within six years of doing so.",This species is now extinct; it was last recorded in 1975.,This species was restricted to the Hula basin (Lake Huleh) in northern Israel.,,Freshwater (=Inland waters),,Palearctic,Global
20887241,18384,Prototroctes oxyrhynchus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,RETROPINNIDAE,Extinct,1930s,2014,2014-07-10 00:00:00 UTC,3.1,English,"The New Zealand Grayling (Prototroctes oxyrhynchus) is assessed as Extinct. It was endemic to New Zealand, where it was widely distributed in lowland rivers and streams throughout the North and South Islands. It was abundant at the time of European settlement in the 1860s, but population decline was noted by the late 1870s. The species' disappearance continued rapidly and, by the 1920s the species was known to exist only in some streams in the east Cape, Wairarapa and Otaki districts in the North Island, and on the West Coast of the South Island. Even in these areas, it had undergone significant rapid decline and specimens were rarely encountered. In the early 1930s a specimen, possibly the last, was brought to the British Museum, however, the origin and date of collection were not noted. The New Zealand Grayling was an amphidromous species, which migrated up rivers in large shoals in late summer, spent the autumn and early winter up-stream (perhaps spawning), then disappeared again in early spring, presumably returning to the sea. It was an important fishery species to New Zealand's indigenous Maori and vast numbers were caught using a variety of techniques including net, weir traps and drive fishing. The roe of this species was also consumed. The demise of the New Zealand Grayling was possibly due to a combination of factors including over-exploitation by early settlers, the deterioration of the freshwater habitat through the clearance of forest cover resulting in increased light penetration and raised water temperature and the impact of invasive salmonids. Although it is unlikely that any targeted surveys to look for this species have occurred in the last couple of decades, drift diving (a widely conducted method to survey for trout) in clear lowland rivers (prime Grayling habitat) would be an ideal way to record this species, but there have been no sightings.","The New Zealand Grayling was an amphidromous species, inhabiting freshwater, brackish and marine environments, including rivers, streams, at the mouths of tributary streams and in quiet backwaters. Formerly, they migrated up rivers in large shoals in late summer, spent the autumn and early winter up-stream (perhaps spawning), then disappeared again in early spring, presumably returning to the sea. Spawning apparently occurred in freshwater streams and hatched larvae made their way downstream to the sea where they remained until maturity and returned to freshwater spawning areas (Baillie and Groombridge 1996, Radway-Allen 1949).","The extinction of this species was possibly due to a combination of factors including over-exploitation by early settlers, the deterioration of the freshwater habitat through the clearance of forest cover resulting in increased light penetration and raised water temperature and the impact of invasive salmonids (Baillie and Groombridge 1996, McDowall 2010).","This species was abundant at the time of European settlement in the 1860s, but population decline was noted by the late 1870s. Hector (1871) reported of immense and conspicuous shoals ascending the Hutt River (southern North Island) in January. Apparently, however, signs of decreasing numbers were evident soon afterwards. The disappearance of the fish from the Waikato River (North Island) was noted to have occurred in 1874. In 1878, Rutland (who studied the species in the Nelson and Marlborough district, South Island), noted that in the Maitai River (n the north of the South Island) it had 'become very scarce during the past three years'. This disappearance continued rapidly and, by the 1920s the species was known to exist only in some streams in the east Cape, Wairarapa and Otaki districts in the North Island, and on the West Coast of the South Island. Even in these areas, it had undergone significant rapid decline and specimens were rarely encountered. There are reports of this species being caught in the 1920s and in the early 1930s a specimen (possibly the last), was brought to the British Museum, however, the origin and date of collection were not noted (Baillie and Groombridge 1996, McDowall 2010, Best 1929, Radway-Allen 1949).","The New Zealand Grayling (Prototroctes oxyrhynchus) was endemic to New Zealand, where it was widely distributed in lowland rivers and streams throughout the North and South Islands (Baillie and Groombridge 1996, McDowall 2010).","This was an important fishery species to New Zealand's indigenous Maori prior to European settlement and vast numbers were caught using a variety of techniques including net, weir traps and drive fishing. The roe of the grayling was also consumed (Best 1929).",Freshwater (=Inland waters)|Marine,,Australasian,Global
22009211,15006,Nyctophilus howensis,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Extinct,1972,2020,2019-07-20 00:00:00 UTC,3.1,English,This bat is now listed as Extinct because the species is only known from a single skull found in 1972 and extensive surveys have failed to locate it since. The incomplete skull was originally considered to be a sub-fossil until a re-examination indicated that it was likely deposited 50-100 years ago (Duncan et al. 1999).,Nothing is known about this species' preferred habitats since the only known specimen (an incomplete skull) was collected from a ledge in a cave that may have been an owl roost (Duncan et al. 1999).,"The reasons for its decline and eventual extinction are unclear. However, it is possible that this species was predated by introduced owls and rats.",The incomplete skull this species is known from was originally considered to be a sub-fossil until a re-examination indicated that it was likely deposited 50–100 years ago (Duncan et al. 1999).,"This species was thought to be endemic to Lord Howe Island, New South Wales, Australia.",,Terrestrial,"Introduced owls have now been eradicated from Lord Howe Island and programmes to eradicate rats are underway (Duncan et al. 1999). However, extensive surveys for this species have not located any remaining animals (Duncan et al. 1999).",Australasian,Global
22088168,18761,Pteropus subniger,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Extinct,1859,2020,2019-08-09 00:00:00 UTC,3.1,English,"Pteropus subniger is considered Extinct. The last authentic record of this species on Mauritius was in 1859, but it is believed to have died out between 1864 and 1873. On Réunion, no new records appeared after 1862 and it seems probable that it became extinct in the 1860s.","It roosted in hollow trees and sometimes amongst rocks. Its very long and dense fur suggest that it may have had a preference for cool roosting places, such as the higher altitudes in Réunion, and its reported ability to exploit suitably rocky substrates indicate that it was not dependent on forest or even trees for roosting places (Bergmans 1990).",Both deforestation and local hunting are thought to have contributed to the extinction of this species. It was thought to have lived in hollow trees.,This species is now extinct. It is believed to have become extinct on Mauritius between 1864 and 1873. It is likely to have disappeared from Réunion in the 1860s. It may have lasted a little longer but is now certain to be extinct. In the 1730s it was common enough to consider for the bat oil trade.,"This species was previously known from Mauritius and Réunion. It was restricted to elevations of between 1,200 and 1,600 m asl.",,Terrestrial,No longer applicable. This species is listed on Appendix II of CITES.,Afrotropical,Global
22088402,18763,Pteropus tokudae,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,PTEROPODIDAE,Extinct,1968 (confirmed); possibly seen in late 1970s,2020,2019-08-09 00:00:00 UTC,3.1,English,"The Guam Flying Fox is listed as Extinct because it has not been recorded with certainty since 1968, and intensive surveys of fruit bats on Guam in intervening years have failed to locate this species.",There appears to be little recorded concerning the natural history of this species.,"It was hunted locally as a food source, and this is thought to have been the main factor leading to the demise of the species. The introduction of the predatory Brown Tree Snake (Boiga irregularis) to Guam possibly contributed to the extinction of this species.",This species is considered extinct; there is no information about former abundance.,"This species was endemic to Guam. Only three specimens were collected, the last being shot by hunters in 1968. Despite intensive field work on the island’s fruit bats, there have been no confirmed records of the Guam Fruit Bat since that time. There was a possible sighting of the species in the late 1970s (G. Wiles pers. comm.).","This species is listed on Appendix II of CITES, however it is Extinct and so is unlikely to be removed from the wild or traded in any capacity. Previously it was hunted locally as a food source.",Terrestrial,This species is listed on Appendix II of CITES.,Oceanian,Global
22159785,7121,Elaphurus davidianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Extinct in the Wild,1939,2016,2016-03-31 00:00:00 UTC,3.1,English,"This species is listed as Extinct in the Wild. The captive population in China has increased in recent years, and the possibility remains that free-ranging populations can be established some time in the near future. When that happens, its Red List status will need to be reassessed.","Studies have been carried out on the behaviour, ecology and reproduction of Père David’s Deer in Beijing since 1985, in Dafeng since 1986, and in Shishou since 2001. This species lives in low-lying grasslands and reed beds, often in seasonally flooded areas such as the lower Yangtze River valley and coastal marshes. It eats grass, reeds and leaves of bushes, can swim well, and spend long periods in water. It lives in single sex ormaternal herds. Animals reach maturity during second year. Gestation is 270-300 days. One, rarely two young are born. These are weaned in 10-11 months. Adults live up to 18 years. Data from the Dafeng Reserve suggests that female E. davidianus establish a home range of approximately 1 km² (Hu and Jiang 2002).","The species became extinct in the wild due to habitat loss and hunting. The size of the reintroduced population was only 120 in 1993 (Cao 1993), although has increased to over 2,000 since that time (Yang et al. 2008). Low genetic diversity has been identified as a long-term threat by Zeng et al. (2007) and Yang et al. (2008). It is unclear how much native habitat remains on which E. davidianus can exist in a free-ranging state.","After decades of ex situ conservation, the species breeds successfully in captivity (Beck and Wemmer 1983). In China there are now fenced populations in Beijing, Dafeng, Shishou and Yuanyang. The first conservation reintroduction of Père David’s Deer to China included two groups, of 20 deer (5 males : 15 females) and 18 deer (all females), in 1985 and 1987, respectively. All 38 deer were donated by the Marquess of Tavistock of Woburn Abbey (later the 14th Duke of Bedford), who also covered transportation costs of the first group. After a careful search and evaluation by a group of zoologists, botanists, wildlife managers and officers, the relic site of the Nanyuang Royal Hunting Garden in the southern suburbs of Beijing was chosen as the site of re-introduction, creating the Beijing Milu Park (39°07'N, 116°03'E), with an area of 60 ha. The deer in the park have received supplemental feeding year round (Jiang et al. 2000a).The second re-introduction of E. davidianus was carried out in August of 1987, organized by former Ministry of Forestry and funded by WWF. A group of 39 Père David’s Deer was selected from five zoological gardens in the United Kingdom, with the deer mainly from the Whipsnade Wild Animal Park. An extensive search, which covered a vast area in eastern China for a potential reintroduction site was conducted before a decision was made. The Dafeng State-Owen Forestry Farm was chosen, on the Yellow Sea coast in eastern China in a lightly populated area (semi-fossils of Père David’s Deer have been excavated from the neighbouring counties, so this site is probably in its natural habitat). The introduced herd was released into three fenced paddocks, each about 100 ha in area. The reserve purchased another 30 km² land in 1995, more than doubling its original size. In 1997, the Dafeng Milu Natural Reserve was approved by the National Nature Reserve Commission as a national nature reserve. The Dafeng Milu Nature Reserve has the potential to host a large population of Père David’s Deer. The reserve has kept the reintroduced Père David’s Deer and their offspring on its land, and in 1998 the first group of deer was released from the paddocks into the wider reserve (Hu and Jiang 2002). In 2003, and 2006 another two groups of deer were released from the paddocks. There were 950 Père David’s Deer in the reserve in 2006. The annual average population growth rate of deer in the reserve was 17.01%. This Père David’s Deer conservation strategy calls for further expanding of the DafengMilu Nature Reserve (Jiang et al. 2000b). The Beijing Milu Park is in the southeast suburb of Beijing with a limited area and is now part of a much larger ‘Wetland Park’ being established (2012-2016), whereas the DafengMilu Nature Reserve is located in a remote coastal region with little human settlement, where it is possible to acquire more land for conservation. Therefore, the Beijing Milu Park while keeping a healthy nuclear breeding herd of about 200 deer at the park, is shipping Père David’s Deer to other sites in east China (Yang 2007) and in Hebei Province. The translocations thus reduced the grazing pressure on the park vegetation and expanded the distribution range of the Père David’s Deer in the country. The average annual population growth rate for Père David’s Deer in Beijing Milu Park from 1987-1997 was 17.3%. This Père David’s Deer conservation strategy calls for an expansion of this artificial dispersal of animals to establish new sites (Jiang et al. 2000b). E. davidianus from the Beijing Milu Park have been relocated to the lower reaches of the Yangtze River in eastern China and Hainan Island in the South China Sea. In October 1993, a group of 30 Père David’s Deer (8 males : 22 females) arrived and was released in a paddock on a small peninsular along the Yangtze River, Shishou (29°49'N,112°33'E). This site was later established as the Hubei Shishou Milu National Nature Reserve. The size of the reserve is 11.67 km². Another group of 34 Père David’s Deer (10 males : 24 females) was transferred from the Beijing Milu Park to the Shishou paddock in the following year to enlarge the population. An additional 30 deer (15 males : 15 females) were released into the paddock of the reserve in 2002. The relocated deer reproduced in the second year after the relocation (Yang et al. 2002). By the end of calving season of 2006, there were 522 E. davidianus in the Shishou Milu National Nature Reserve. The annual average population growth rate was 22.2%. The birth rate and population growth rate in Shishou were significantly higher whereas the mortality rate was significantly lower than those of the Dafeng Nature Reserve. In November, 2002, 30 E. davidianus (14 males : 16 females) from Beijing Milu Park and 20 from the DafengMilu Nature Reserve were introduced to Yuanyang Forestry Farm, Henan. These deer are in an enclosure on the Yuanyang Yellow River Nature Reserve (35°11'N, 114°15'E). In 2006, there were 53 deer in the Yuanyang Yellow River Nature Reserve paddock, but the sex ratio was predominately male biased (38 males : 15 females) (Li et al. 2007). Currently, there are a total of 53 herds of E. davidianus in China. Nine herds have fewer than 25 deer, 75.5% have fewer than 10 deer (Yang et al. 2003). Such a small herd size raise question about the effective population size and health of population genetics, since those herds are isolated and there is no gene exchange. The artificially dispersed E. davidianus herds are similar to a meta-population. The viability of the meta-population depends on the man-made gene exchange process by the managers. There are now four wild populations (not fenced) living in Hubei and Hunan provinces established by escaped individuals from Shishou Nature Reserve during severe flooding in 1998. The latest data from 2015 suggests that the wild population is about 600 individuals (M. Boyd pers. comm. 2015), surveys need to be conducted to assess the long-term viability of these populations.","This species is endemic to China. Père David’s Deer has been recovered from the brink of extinction and has become a classic example of how to rescue a highly threatened species (Ebenehard 1995). In the mid 1980s, Père David’s Deer was re-introduced into captive facilities in China, and populations established first in Beijing and then in Dafeng, Shishou and Yuanyang. Fossils of Elaphurus bifurcatus, E. chinanensis chia, E. lantianensis have been excavated from the region east of Xi’an and south of Harbin. The modern species of Elaphurus, Père David’s Deer (Milu in Chinese) evolved in the Pliocene period of the Tertiary, according to fossils excavated in southern Japan. During the Pleistocene period, it was known from Manchuria (Hofmann 2007). During the Holocene, P. davidianus was restricted to swamps and wetlands in the region south of 43°N and east of 110°E in mainland China (Cao 1993, Zhou 2007). However, the distribution of P. davidianus shrank and its population declined due to hunting and land reclamation in the swamp areas as human population expanded (Jiang and Li 1999). P. davidianus is believed to have been largely extinct in the wild 1500 years before the last head was decimated by the late 19th century during the Boxer Rebellion in Beijing.During the Qing Dynasty (1616-1911), the Nanyuang Royal Hunting Garden contained a herd of P. davidianus in its 200 km² hunting ground. This hunting garden in the southern suburbs of Beijing was predominantly a wetland, consisting of swamps, ponds and lakes crossed by the Yongding River. The area had been sealed off from the outside world since the Yuan Dynasty (1205-1368) as a royal garden. The French missionary Père Armand David “discovered” P. davidianus in the Nanyuan Royal Hunting Garden in 1864. Realizing that the deer was an unknown species to the West, he persuaded the wardens to give him hinds and skeletons of an adult male, an adult female and a young male, and sent them to Paris in 1866, where the species was named Père David’s deer by Milne-Edwards. In 1895, the surrounding wall of the Nanyuan Hunting Garden was destroyed by a heavy flood of the Yongding River, and most of the Père David’s Deer escaped and were hunted. Only 20-30 animals survived in the garden. Then in 1900, during the Boxer Rebellion, the garden was occupied by troops and the remaining deer were shot and eaten.However, before the demise of the royal herd of Père David’s Deer in the Nanyuan Royal Hunting Garden in 1900, the deer had been introduced into private deer collections in the United Kingdom, Belgium, France and Germany. During the first decade of the 20th century, the 11th Duke of Bedford in the United Kingdom gathered the last 18 Père David’s Deer in the world to form a breeding herd at the Woburn Abbey Estate, England. Only 11 of these deer were capable of reproducing (Bedford, 1951-52). Nevertheless, the heavily inbred Père David’s Deer safely passed though the genetic bottleneck of inbreeding and adopted the vast open parkland of an English country estate (Jones et al. 1983).The captive population started to increase (though with a setback during the First World War due to food shortage), and since the Second World War, the animals started to be spread through captive facilities worldwide, with the first captive animals being sent back to Beijing Zoo in 1956.",,Terrestrial|Freshwater (=Inland waters),"It is listed on the Chinese Red List as Extinct in the Wild, and on the China Key List - I. Recommended conservation action includes:1. Establish additional populations when and where appropriate, with the aim of re-establishing a genuinely wild, free-ranging population. 2. Conduct surveys of the four free-living sub-populations in Hubei and Hunan provinces to assess their long-term viability.3. Establish a genetic management programme of all populations in China. 4. Develop conservation education programmes to raise conservation awareness among the local people and general public.Following a trial release of this species in the Dafeng Reserve, China, Hu and Jiang (2002) concluded that future releases will necessitate either natural or artificial boundaries to alleviate conflict between introduced E. davidianus and farmers, on whose land the deer are likely to stray. These authors suggest a reintroduction model based on that of Oryx leucoryx in Oman (Stanley Price 1989).",Palearctic,Global
22390382,14706,Nesoryzomys darwini,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Extinct,1930s,2019,2019-01-25 00:00:00 UTC,3.1,English,"Nesoryzomys darwini was apparently restricted to the island of Santa Cruz where it was first collected in 1906 and last seen in 1930. The extinction of this species is attributed to the introduction of the Black Rat Rattus rattus to the island in the late 1930s and due to pathogens to which the native species were susceptible or through direct competition with the introduced species. Other species introduced include House Mouse Mus musculus, the Norway Rat R. norvegicus and feral cats, all of which would also have had an impact on rodent decline and extinction. Recent repeated surveys have failed to locate any individuals of this species.",There is no information on the habitat and ecology of this species.,The introduction of the black rat (Rattus rattus) is the main cause of the extinction of this species.,This species is extinct.,"This species was endemic to Galápagos Islands. It was found on Santa Cruz (= Indefatigable) Island (Dowler et al., 2000; Patton and Hafner, 1983). It is extinct, last recorded in 1930 (Musser and Carleton, 1993). Recent field work by R. Dowler during 1997 did not find the species (Dowler et al. 2000).",,Terrestrial,The species is extinct.,Neotropical,Global
44140209,21178,Sus bucculentus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,SUIDAE,Extinct,1892,2016,2016-03-01 00:00:00 UTC,3.1,English,"Listed as Extinct as the taxonomic status of this species is in doubt, there is no reliable information on its population status, and a possible reason for its extinction could be hybridization with a 'scrofic'-type pig species.","No information is available on its ecology. It is likely to have occurred in forest, but possibly in other habitats too.",No information is available on threats to this species.,There is no information. It is known from only three specimens. No currently known wild population of pigs has been assigned to this species.,"Sus bucculentus was described from two skulls collected in southern Viet Nam in 1892, supposedly from near Ho Chi Minh City in the Dong-nai Valley. Another specimen (an incomplete but apparently fresh skull of a juvenile male) has been reported from Ban Ni Giang in the Annamite Mountains in Lao PDR, east of the Mekong River (18º19'N, 104º44'E) (Groves et al. 1997, Meijaard et al. 2002). However, recent analysis of mitochondrial DNA data (Robins et al. 2006) suggest that the light-coloured, lankier, longer-faced pigs from the northern Annamites are probably the same as the relatively light-coloured form of Sus scrofa found east of the Mekong (Galbreath 2007). The validity of this species is therefore in doubt, and it might be a synonym of Sus scrofa.",,Terrestrial,No conservation measures are in place for this species. It is not possible to recommend conservation actions until its taxonomic validity has been resolved.,Indomalayan,Global
47242030,61247,Barbus microbarbis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Extinct,1950s,2016,2015-11-06 00:00:00 UTC,3.1,English,Barbus microbarbis was only known from one specimen (the holotype) from Lake Luhondo in Rwanda. It disappeared after introduction of Tilapia and some Haplochromis in the lake and has not been recorded for over 50 years despite regular surveys. This large barb is therefore listed as Extinct.,It probably inhabited both lakes and rivers. Little is known about the suitable habitat and the ecological requirements of this species. The maximum size was 27.0 cm TL (David and Poll 1937).,Introduction of Tilapia and Haplochromis species led to the extinction of the species in Lake Luhondo (De Vos et al. 1990).,"This species is only known from one specimen (Banister 1973, De Vos et al. 2001) and should be considered as Extinct (De Vos et al. 1990).","This species is only known from the holotype, collected in Lake Luhondo (Upper Akagera system) in Rwanda (David and Poll 1937, Banister 1973, De Vos and Thys van den Audenaerde 1990, De Vos et al. 2001).",As this species is a large fish it is assumed that it was probably utilised previously.,Freshwater (=Inland waters),No conservation actions were known for this species.,Afrotropical,"Global, Eastern Africa & Pan-Africa"
54340769,54498,Atelopus chiriquiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Extinct,1996,2020,2019-09-10 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1996, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species. Its disappearance has been attributed, at least in part, to chytridiomycosis-related declines.","It is a diurnal, terrestrial species of stream margins in lower montane wet forest and rainforest. Males are territorial and use an advertisement call to maintain a breeding site. Breeding and larval development for this species takes place in forest streams (Savage 2002).","The amphibian chytrid fungus, Batrachochytrium dendrobatidis (Bd), was confirmed in this species in 1993 and 1994 (see Lips et al. 2003). The subsequent drastic population decline, including disappearances within undisturbed habitat, occurred over a five year period between 1992–1996 and has been linked to chytridiomycosis (Lips 1998). Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019). Tadpoles of this species may possibly have been threatened by exotic predatory trout, but the severity of this threat remains unknown (Costa Rica Red List Assessment Workshop September 2019).","This species was once considered locally abundant along streams (Lindquist and Swihart 1997, Lips 1998) and was formerly a very easy species to find (F. Bolaños pers. comm. September 2019). In Costa Rica, this species has disappeared from its entire range, and there have been no sightings since 1996, despite many searches in appropriate montane habitats since its disappearance (Leenders 2001, Garcia-Rodriguez 2012, F. Bolaños pers. comm. September 2019). Since 2014, searches for the species in 15 peaks across its historical range in Costa Rica failed to detect this species (G. Chaves and E. Arias pers. comm. September 2019). The Las Tablas site has been regularly surveyed (both targeted and general herpetological surveys), but no observations of this species have been made (D. Gómez and F. Bolaños pers. comm. September 2019). Visits to Cerro de la Muerte in 2019, and exhaustive surveys in Parque Nacional Chirripó were not successful in detecting the species (F. Bolaños pers. comm. September 2019). There have been no records in Panama since the late 1990s (Gratwicke et al. 2016), despite repeated surveys to known sites, the most recent of which was in December 2017 (R. Ibanez pers. comm. May 2018). Exhaustive searches throughout this species' range and within suitable habitat suggest it is probably extinct (Costa Rica Red List Assessment Workshop September 2019).","This species has disappeared from its entire range, but was historically found in the lower montane zone of the Cordillera de Talamanca-Chiriquí axis of Costa Rica (1,800–2,500 m asl) and western Panama (1,400–2,100 m asl) (Savage 2002).",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),"Conservation Actions In-PlaceThe historical range of this species includes the protected areas of Parque Nacional Chirripó, Zona Protectora Las Tablas, Zona Protectora Los Santos (Costa Rica Red List Assessment Workshop September 2019), and Parque Internacional La Amistad in Panama. It has been designated as a high priority for conservation in the Panama National Amphibian Conservation Action Plan (ANAM 2011).Research NeededRecent observations of Atelopus varius Lazarus subpopulations in Costa Rica provide continued incentives for ongoing monitoring of sites where the species was previously know to occur.",Neotropical,Global
54344718,55201,Oophaga speciosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Extinct,1992,2020,2018-06-05 00:00:00 UTC,3.1,English,This is a diurnal highly visible animal that has been extensively searched for in the wild and is listed as Extinct due to the lack of records of this species from its restricted range.,It is a terrestrial species of humid lowland and montane forest. Breeding takes place in plants by larval development.,The chytrid fungus Bd swept through the region in 1996 (Lips et al. 2008) and the species has not been recorded since.,"The species was formerly considered to be common, but it has not been recorded since 1992 when the last animals were exported from Panama to the US for the pet trade (LEMIS data obtained by B. Klocke in 2016). Multiple targeted surveys (including 2008, 2009 and 2010- Abel pers. comm. August 2019) have failed to record the species, as well as general biodiversity surveys within the species range in 2012 (R. Ibáñez pers. comm. August 2019). The effect of Batrachochytrium dendrobatidis (Bd) caused the species to decline and eventually become extinct.","This species is a Panamanian endemic of the western Cordillera Central adjacent to Costa Rica, at 1,370 m asl.",The species is highly sought after for the international pet trade. It is unknown if any animals persist in private collections; no individuals of the species are held in any of the world's zoo collections (ZIMS 2018).,Terrestrial,"Conservation ActionsThere are historical records of the species from the Bosque Protector Palo Seco and Parque Internacional La Amistad. Research NeededIt is unknown whether this species persists in private captive collections, but there is a very slim possibility given that this was once a highly common species in the international pet trade and this should be investigated as a matter of extreme urgency.",Neotropical,Global
54357699,3172,Incilius periglenes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Extinct,1989,2020,2019-09-11 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1989, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.","This species inhabited cloud and elfin forest, and was recorded breeding in temporary pools at the beginning of the rainy season.","Its restricted range, climate change, chytridiomycosis and airborne pollution probably contributed to this species' extinction (Pounds et al. 2006, Anchukaitis and Evans 2010, Cheng et al. 2011).","Formerly a common species, no specimen has been seen since 1989. It last bred in normal numbers in 1987, and its breeding sites were well known. In 1988, only eight males and two females could be located. In 1989, a single male was found, and that was the last record of the species (Pounds and Crump 1994, Pounds et al. 1997). Extensive searches since this time have failed to produce any more records (as of September 2019).","This species was known only from the Reserva Biológica Monteverde in Costa Rica. It occurred at elevations of 1,500-1,620 m asl.",,Terrestrial|Freshwater (=Inland waters),"The entire range of this species was protected by the Reserva Biológica Monteverde, however, it is now thought to be Extinct. Additionally, it is listed in CITES Appendix I (as Bufo periglenes).",Neotropical,Global
54357815,19148,Lithobates fisheri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Extinct,1942,2022,2021-04-20 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1942, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.","There is little information available on the ecology of this species. At the type locality, it was restricted to freshwater streams, springs, seeps, and adjacent riparian habitat associated with the Upper Las Vegas Valley (Wright and Wright 1949). It is expected to have bred by larval development, as with congeners.","This species is extinct at the type locality due to habitat loss resulting from spring capture and ground water pumping by the growing city of Las Vegas (URS 1977), and exacerbated by the introduction of the Bullfrog Rana catesbeiana. Although some suitable habitat persists within or near the former range of this species, only R. catesbeiana can be found.","This species was last seen in 1942 (Wright and Wright 1949) and is now believed to be extinct at the type locality (Jennings, Riddle and Bradford 1995).","This species was only known from the northern portions of the Las Vegas Valley of Nevada (Jennings et al. 1995), and is thought to be extinct as the last sighting was around 1942. Hekkala et al. (2011) suggested that this species should be resurrected from extinction due to a reallocation of records from Lithobates chiricahuensis along the Mogollon Rim in Arizona and western New Mexico on the basis of mtDNA analysis. However, this claim has been disputed and is not currently recognized (Herrmann et al. 2021). Therefore, this species has not been recorded since 1942, despite survey effort throughout the area.",There are no records of this species being utilized prior to extinction.,Terrestrial|Freshwater (=Inland waters),"Conservation Actions In-PlaceThis species is considered to be extinct, therefore it does not have an official conservation status at the state or federal levels.",Nearctic,Global
54358350,54549,Atelopus senex,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Extinct,1986,2020,2019-09-09 00:00:00 UTC,3.1,English,"Listed as Extinct because it has not been recorded since 1986, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species. Its disappearance has been attributed, at least in part, to chytridiomycosis-related declines.","It occurs and reproduces in stream margins in premontane rainforest and lower montane rainforest. It is a diurnal, stream-breeding species, and used to be found in great concentrations during the reproductive period from July to August (Savage 2002).","This species appears to have undergone rapid, dramatic declines across Costa Rica, including disappearances within undisturbed habitat, which has been associated with chytridiomycosis as observed in many other montane, steam-associated species across Mesoamerica. Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019). Other past threats to this species might have included collecting for the pet trade and pollution.","It was formerly a common species up until 1985 (F. Bolanos pers. comm. Sept 2019), but underwent serious declines and disappeared from its historical sites between 1987 and 1988 (Savage 2002, Cossel Jr. and Kubicki 2017). It has now disappeared from its entire range, and there have been no sightings since 1986, despite many searches in appropriate montane habitats since its disappearance. Annual surveys to multiple sites within Parque Nacional Braulio Carrillo from 2001–2019 were not successful in recording the species (J. Abarca and V. Acosta pers. comm. September 2019). Additional surveys in Parque Nacional Tapantí and Orosi since the 1990s until 2019 have not observed the species (F. Bolaños, K. Castro, J. Klank, G. Chaves and V. Acosta pers. comm. September 2019). It is now declared Extinct throughout its entire range (Costa Rica Red List Assessment Workshop September 2019).","This species has disappeared from its entire range, but historically it occurred in humid montane forest in central Costa Rica in the Cordilleras Central and Talamanca in Costa Rica from 1,280-2,040 m asl (Savage 2002).","It is Extinct, and therefore, unlikely to be in international trade any longer.",Terrestrial|Freshwater (=Inland waters),"The historical range of this species includes five protected areas in Costa Rica, including Parque Nacional Tapantí and Parque Nacional Braulio Carrillo.",Neotropical,Global
